"step","x","y"
1,0,70
1,0.0680554229073103,71.1592109095978
1,0.136110845814621,74.3249743292754
1,0.204166268721931,79.0197691898074
1,0.272221691629241,84.7644213382175
1,0.340277114536551,91.093267770416
1,0.408332537443862,97.5666777729792
1,0.476387960351172,103.780931726814
1,0.544443383258482,109.374916574643
1,0.612498806165792,114.033731726808
1,0.680554229073103,117.489595510262
1,0.748609651980413,119.520552194458
1,0.816665074887723,119.948257409024
2,0.125,70
2,0.189764788063816,70.9223221548214
2,0.254529576127633,73.4668841879829
2,0.319294364191449,77.2973207858179
2,0.384059152255265,82.0828162095867
2,0.448823940319082,87.5127436870467
2,0.513588728382898,93.3107368048006
2,0.578353516446714,99.2479191413909
2,0.64311830451053,105.148242407869
2,0.707883092574347,110.842325023322
2,0.772647880638163,115.893188505788
2,0.837412668701979,119.194877359079
2,0.902177456765796,119.947491238585
3,0.25,70
3,0.311474153220322,70.685433400045
3,0.372948306440645,72.6087940466905
3,0.434422459660967,75.5748723818283
3,0.495896612881289,79.4012110809559
3,0.557370766101612,83.9322196036774
3,0.618844919321934,89.0547958366219
3,0.680319072542257,94.714906555968
3,0.741793225762579,100.921568241095
3,0.803267378982901,107.650918319837
3,0.864741532203224,114.296781501314
3,0.926215685423546,118.8692025237
3,0.987689838643868,119.946725068145
4,0.375,70
4,0.433183518376828,70.4485446452687
4,0.491367036753657,71.750703905398
4,0.549550555130485,73.8524239778387
4,0.607734073507314,76.7196059523251
4,0.665917591884142,80.351695520308
4,0.72410111026097,84.7988548684432
4,0.782284628637799,90.181893970545
4,0.840468147014627,96.6948940743217
4,0.898651665391456,104.459511616351
4,0.956835183768284,112.700374496839
4,1.01501870214511,118.54352768832
4,1.07320222052194,119.945958897706
5,0.5,70
5,0.554892883533334,70.2116558904923
5,0.609785767066669,70.8926137641055
5,0.664678650600003,72.1299755738491
5,0.719571534133338,74.0380008236942
5,0.774464417666672,76.7711714369387
5,0.829357301200007,80.5429139002645
5,0.884250184733341,85.6488813851221
5,0.939143068266676,92.4682199075481
5,0.99403595180001,101.268104912866
5,1.04892883533334,111.103967492365
5,1.10382171886668,118.217852852941
5,1.15871460240001,119.945192727266
