"step","x","y"
1,0,70
1,0.0854549087461274,71.7847115503944
1,0.170909817492255,76.4090891773647
1,0.256364726238382,82.7317708762644
1,0.34181963498451,89.7382010378394
1,0.427274543730637,96.6658231301134
1,0.512729452476765,103.011627504734
1,0.598184361222892,108.480305432477
1,0.683639269969019,112.921396702535
1,0.769094178715147,116.277165092088
1,0.854549087461274,118.545666221322
1,0.940003996207402,119.756328239025
1,1.02545890495353,119.957035026497
2,0,70
2,0.0849649252947347,71.4240098322329
2,0.169929850589469,75.1143990460088
2,0.254894775884204,80.162057563407
2,0.339859701178939,85.7581069039563
2,0.424824626473674,91.2940399280958
2,0.509789551768408,96.3679917268198
2,0.594754477063143,100.743667416249
2,0.679719402357878,104.300390248959
2,0.764684327652612,106.991540835089
2,0.849649252947347,108.815213702699
2,0.934614178242082,109.79437303136
2,1.01957910353682,109.967763733836
3,0,70
3,0.084474941843342,71.0633081140714
3,0.168949883686684,73.8197089146529
3,0.253424825530026,77.5923442505496
3,0.337899767373368,81.7780127700731
3,0.42237470921671,85.9222567260782
3,0.506849651060052,89.7243559489054
3,0.591324592903394,93.0070294000219
3,0.675799534746736,95.6793837953825
3,0.760274476590078,97.7059165780894
3,0.84474941843342,99.0847611840749
3,0.929224360276762,99.8324178236945
3,1.0136993021201,99.9784924411752
4,0,70
4,0.0839849583919492,70.7026063959098
4,0.167969916783898,72.525018783297
4,0.251954875175848,75.0226309376923
4,0.335939833567797,77.79791863619
4,0.419924791959746,80.5504735240606
4,0.503909750351695,83.0807201709909
4,0.587894708743645,85.2703913837944
4,0.671879667135594,87.0583773418061
4,0.755864625527543,88.42029232109
4,0.839849583919492,89.3543086654511
4,0.923834542311442,89.8704626160292
4,1.00781950070339,89.9892211485141
5,0,70
5,0.0834949749405565,70.3419046777483
5,0.166989949881113,71.2303286519411
5,0.25048492482167,72.4529176248349
5,0.333979899762226,73.8178245023068
5,0.417474874702783,75.1786903220431
5,0.500969849643339,76.4370843930764
5,0.584464824583896,77.533753367567
5,0.667959799524452,78.4373708882297
5,0.751454774465009,79.1346680640905
5,0.834949749405565,79.6238561468273
5,0.918444724346122,79.9085074083639
5,1.00193969928668,79.999949855853
