Filename,var1,var2,var3,var4,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,1,0.790000,81.141,206.957,1051.298,1688.611,115.719,1173.398,1121.037,39.261,42.175,31.011,-15.279,-19.336,39.251,-1.318,-8.957,-2.914,11.164,0.010,40.579,48.218,4.057,38.141,37.528,34.290,33.489,24.626,25.898,0.612,3.238,4.651,13.515,12.242,10.561,16.623,16.518,16.512,16.512
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,2,0.800000,80.078,200.648,977.255,2248.297,100.432,1480.520,1366.049,38.191,40.909,28.864,-16.101,-17.894,38.263,0.271,-18.411,-2.718,12.045,-0.072,37.920,56.602,1.793,36.976,35.660,32.713,31.722,26.936,26.458,1.316,2.947,5.254,10.040,10.518,15.669,16.543,16.568,16.565,16.565
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,3,0.810000,79.574,220.759,1506.316,2764.577,159.926,772.815,1004.246,38.256,39.993,26.346,-3.446,-7.992,36.854,-2.136,-5.578,-1.738,13.647,1.401,40.392,43.834,4.546,37.460,36.944,27.916,32.958,23.199,32.878,0.517,9.028,4.502,14.262,4.582,13.644,11.865,11.457,11.456,11.454
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,4,0.820000,83.334,193.184,642.104,1714.501,3449.097,311.901,495.707,40.391,39.558,32.767,0.639,-5.417,39.558,20.280,1.969,0.834,6.791,0.834,20.112,38.423,6.056,40.286,39.128,30.921,38.976,14.574,11.267,1.158,8.207,1.311,25.712,29.019,14.361,6.172,4.305,4.266,4.265
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,5,0.830000,85.791,451.392,1124.656,1423.516,186.819,251.084,333.280,42.250,41.904,36.599,14.100,-17.039,38.832,33.483,23.284,0.346,5.305,3.418,8.767,18.966,31.140,41.920,40.536,30.378,29.348,34.147,24.804,1.384,10.158,12.572,7.773,17.116,8.953,5.811,3.628,3.575,3.574
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,6,0.840000,84.145,469.436,1162.439,1483.338,160.713,179.288,186.693,42.798,42.338,35.998,8.064,-17.094,41.375,36.077,29.278,0.459,6.340,1.422,6.721,13.520,25.157,42.492,41.073,30.104,30.284,33.514,25.596,1.420,10.968,12.209,8.978,16.896,14.589,7.668,4.263,4.288,4.286
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,7,0.850000,82.713,511.330,1223.899,1516.770,155.189,159.194,197.884,41.494,42.293,31.831,7.385,-16.588,41.653,38.439,33.570,-0.799,10.462,-0.159,3.055,7.924,23.973,41.239,41.241,27.021,29.425,33.711,27.599,-0.002,14.220,11.814,7.528,13.639,16.454,8.971,3.163,3.086,3.084
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,8,0.860000,81.652,536.247,1281.490,1571.323,158.353,126.488,218.139,40.692,42.309,30.354,4.990,-11.831,41.871,40.578,33.921,-1.617,11.954,-1.179,0.114,6.771,16.821,40.465,41.376,26.153,29.391,33.408,27.563,-0.911,15.222,11.074,7.057,12.902,15.051,11.966,5.039,4.774,4.768
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,9,0.870000,80.936,561.524,1353.404,1649.398,155.457,103.683,269.136,40.889,42.291,31.252,20.566,-10.034,42.779,43.438,35.540,-1.402,11.039,-1.890,-2.549,5.349,30.600,40.685,41.453,27.519,29.777,34.225,30.166,-0.769,13.934,10.908,6.460,10.518,11.954,14.860,6.160,5.488,5.477
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,10,0.880000,80.577,566.277,1413.132,1742.601,167.910,108.436,236.479,41.741,42.196,29.724,32.192,-12.596,43.029,42.936,37.231,-0.455,12.472,-1.288,-1.195,4.510,44.788,41.545,41.394,26.174,30.720,34.401,31.645,0.151,15.220,10.825,7.144,9.901,13.960,18.782,7.139,6.421,6.402
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,11,0.890000,80.416,562.356,1483.014,1763.513,168.781,218.086,195.333,40.898,42.147,28.559,36.602,-18.614,42.122,37.083,36.783,-1.249,13.588,-1.224,3.815,4.115,55.216,40.704,41.352,25.032,30.105,35.241,28.254,-0.648,16.321,10.599,5.462,12.450,17.641,22.491,8.966,8.394,8.335
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,12,0.900000,80.379,572.356,1619.511,1748.314,161.881,352.545,224.780,41.070,42.015,27.797,39.042,-15.792,40.501,38.358,38.358,-0.945,14.219,0.569,2.712,2.712,54.834,40.886,41.258,24.437,28.196,41.201,26.596,-0.373,16.821,12.690,-0.315,14.289,11.750,21.310,11.404,9.817,9.722
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,13,0.910000,80.260,588.937,1722.645,1791.535,153.718,180.885,576.711,39.817,42.023,27.265,29.508,-23.138,39.405,37.156,37.156,-2.206,14.758,0.413,2.662,2.662,52.646,39.642,41.308,24.102,26.462,34.329,26.789,-1.665,17.206,13.181,5.314,12.853,21.879,19.719,15.435,12.384,12.188
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,14,0.920000,80.113,599.998,1768.981,1866.691,168.216,151.515,777.170,40.654,42.136,27.746,37.732,-16.365,39.540,37.609,37.609,-1.483,14.390,1.114,3.045,3.045,54.097,40.487,41.457,24.761,27.210,33.119,30.239,-0.969,16.696,13.277,7.368,10.248,10.575,20.956,18.544,14.808,14.245
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,15,0.930000,79.902,610.606,1800.589,1956.345,209.083,181.942,872.316,41.574,42.225,27.867,37.356,-18.240,39.598,37.276,36.289,-0.650,14.358,1.976,4.299,5.286,55.596,41.419,41.590,25.118,28.934,34.125,33.096,-0.172,16.472,12.485,7.293,8.322,9.681,23.280,18.840,13.804,12.933
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,16,0.940000,79.680,614.475,1834.290,1976.487,248.097,225.906,1271.774,40.736,42.197,26.658,31.575,-16.659,39.075,36.221,31.269,-1.461,15.539,1.661,4.516,9.467,48.234,40.588,41.596,24.082,29.788,34.909,30.701,-1.007,17.514,10.800,5.679,9.887,17.771,25.448,19.071,13.164,12.300
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,17,0.950000,79.845,627.866,1869.963,2006.469,223.320,316.852,1048.782,40.908,42.110,26.334,29.120,-15.927,38.550,34.396,30.755,-1.202,15.776,2.358,6.512,10.153,45.047,40.762,41.517,23.783,28.232,35.819,29.539,-0.755,17.734,12.530,4.943,11.224,27.146,24.641,20.341,15.813,14.861
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,18,0.960000,80.112,644.011,1830.219,2076.333,180.803,461.103,684.276,39.933,42.077,26.552,32.734,-12.600,39.021,32.303,29.795,-2.143,15.525,0.912,7.630,10.138,45.334,39.788,41.486,23.995,26.659,36.305,29.551,-1.698,17.491,13.130,3.483,10.238,12.466,22.802,19.782,15.908,14.678
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,19,0.970000,81.132,651.593,1769.754,2149.836,176.852,520.761,567.023,41.169,42.144,28.016,31.756,-13.115,39.344,31.752,29.715,-0.975,14.128,1.825,9.418,11.455,44.871,41.022,41.545,25.421,26.610,36.218,31.228,-0.523,16.124,14.412,4.804,9.794,10.135,21.411,15.486,10.629,9.089
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,20,0.980000,81.959,661.872,1771.909,2218.843,211.298,669.187,677.169,41.612,42.175,29.304,29.462,-13.772,40.147,29.585,29.422,-0.564,12.871,1.465,12.027,12.190,43.234,41.469,41.596,26.809,28.788,35.778,34.002,-0.126,14.787,12.681,5.692,7.468,12.813,23.447,15.426,10.907,8.956
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,21,0.990000,82.177,649.981,1707.346,2267.189,214.933,553.999,630.661,41.305,42.148,28.318,30.817,-14.414,40.637,30.785,28.097,-0.842,13.830,0.669,10.521,13.208,45.231,41.157,41.542,25.704,29.487,35.386,34.216,-0.385,15.837,11.670,5.770,6.940,13.197,29.576,21.996,17.930,15.172
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,22,1.000000,82.389,657.756,1698.905,2301.222,185.533,491.211,677.062,40.786,42.022,27.468,26.503,-15.661,40.773,30.281,27.827,-1.236,14.555,0.013,10.505,12.959,42.163,40.636,41.411,24.821,28.225,33.635,35.010,-0.775,16.590,12.411,7.002,5.626,22.508,30.143,25.651,21.356,18.658
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,23,1.010000,82.593,660.068,1652.017,2345.494,152.574,453.272,660.368,40.688,41.861,28.377,23.292,-13.869,40.836,28.715,26.207,-1.173,13.484,-0.148,11.973,14.481,37.160,40.534,41.234,25.650,26.505,31.063,34.785,-0.700,15.584,14.029,9.472,5.749,16.313,25.952,22.752,19.357,17.425
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,24,1.020000,82.972,644.741,1536.598,2350.817,166.064,579.759,628.011,41.422,41.838,29.297,23.840,-19.951,39.918,26.362,23.836,-0.416,12.541,1.504,15.060,17.585,43.791,41.259,41.176,26.411,26.443,30.402,34.781,0.083,14.765,14.816,10.857,6.478,12.448,23.897,17.053,14.532,12.375
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,25,1.030000,83.533,599.036,1315.324,2298.447,233.836,717.067,393.540,41.676,41.999,31.720,22.482,-16.529,38.357,22.677,22.434,-0.324,10.279,3.319,18.999,19.241,39.011,41.494,41.259,28.516,28.301,27.924,33.898,0.235,12.743,13.193,13.570,7.596,11.443,18.689,11.824,10.758,9.367
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,26,1.040000,85.140,356.857,1056.715,2227.013,435.849,1055.029,309.048,41.435,42.070,31.052,16.448,-8.077,31.052,14.403,16.415,-0.636,11.019,10.383,27.031,25.020,24.525,41.246,41.381,29.814,29.930,28.026,36.162,-0.135,11.567,11.316,13.220,5.084,12.327,10.596,6.818,6.776,6.622
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,27,1.050000,87.400,241.157,1205.754,2278.202,183.899,354.411,97.779,41.807,44.055,30.417,15.535,-19.126,38.759,18.736,15.289,-2.248,13.637,3.048,23.071,26.518,34.661,41.015,41.084,31.798,35.036,34.093,32.047,-0.069,9.287,5.979,6.922,8.968,10.060,9.539,7.885,7.668,7.494
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,28,1.060000,88.787,231.136,1205.144,2270.619,167.361,299.583,102.772,42.143,44.478,30.860,11.309,-24.618,44.478,17.520,14.170,-2.335,13.617,-2.335,24.623,27.973,35.927,41.216,41.015,33.406,40.421,32.324,32.144,0.201,7.608,0.795,8.892,9.072,13.382,18.277,17.131,16.630,16.458
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,29,1.070000,89.869,236.894,1174.625,2242.839,146.806,366.801,117.270,42.091,44.862,30.680,11.574,-12.669,37.243,15.624,10.391,-2.771,14.182,4.848,26.467,31.699,24.242,41.076,40.786,32.761,32.047,31.716,29.575,0.290,8.025,9.029,9.359,11.500,17.242,22.668,21.441,21.052,21.012
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,30,1.080000,91.421,244.292,1165.459,2236.205,148.007,346.641,116.124,42.575,45.359,31.585,8.167,-26.381,39.108,14.824,12.497,-2.784,13.774,3.467,27.750,30.078,34.548,41.570,41.273,33.267,33.714,29.851,31.193,0.297,8.006,7.856,11.719,10.377,17.603,18.798,18.958,18.783,18.756
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,31,1.090000,93.045,277.292,1164.082,2224.574,336.720,509.044,239.492,42.825,45.769,32.834,15.080,-14.182,34.595,19.141,14.308,-2.944,12.935,8.230,23.684,28.517,29.261,42.464,44.623,33.819,33.486,33.199,34.927,-2.160,10.805,8.978,9.265,7.537,13.108,16.217,14.987,14.820,14.788
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,32,1.100000,93.703,448.875,1046.751,2219.557,382.324,780.351,274.129,42.810,45.085,32.903,13.403,-20.610,32.903,19.243,17.737,-2.275,12.182,9.907,23.567,25.073,34.014,42.540,44.015,29.373,29.141,27.453,34.141,-1.475,14.643,13.399,15.087,8.399,19.230,18.007,13.120,12.950,12.891
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,33,1.110000,94.485,506.297,939.989,2261.880,413.274,1112.541,246.961,42.977,44.591,32.712,18.701,-18.490,34.174,21.640,18.451,-1.614,11.879,8.803,21.337,24.526,37.191,42.758,43.721,29.587,30.431,28.072,33.577,-0.963,14.134,12.327,14.686,9.181,15.155,20.905,16.562,15.975,15.450
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,34,1.120000,96.273,493.959,912.836,2245.458,387.707,1094.169,243.992,43.160,44.510,32.053,17.135,-21.016,34.836,22.091,16.136,-1.350,12.457,8.324,21.069,27.023,38.151,42.914,43.531,28.567,30.857,28.525,32.020,-0.617,14.964,12.058,14.390,10.894,13.769,19.119,16.164,15.344,14.603
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,35,1.130000,98.144,537.460,692.103,2227.671,455.420,1280.808,212.981,43.094,44.543,31.909,16.622,-20.909,36.186,32.684,16.933,-1.449,12.633,6.908,10.410,26.161,37.532,42.914,43.835,29.488,33.673,33.482,32.635,-0.921,14.347,9.242,9.433,10.279,12.821,18.845,14.405,13.886,13.343
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,36,1.140000,100.280,542.203,670.220,2280.306,445.542,1495.638,219.721,43.313,44.490,32.013,17.155,-15.507,36.240,34.094,17.102,-1.177,12.476,7.073,9.219,26.210,32.662,43.140,43.805,29.661,33.895,34.411,32.755,-0.665,14.144,9.244,8.729,10.384,9.472,19.793,14.637,14.165,13.601
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,37,1.150000,102.337,562.969,1588.563,2668.719,560.539,895.007,989.486,43.432,44.809,31.725,15.809,-17.543,34.999,12.524,16.307,-1.377,13.084,8.433,30.909,27.125,33.352,43.263,44.147,29.476,32.340,21.709,35.071,-0.884,14.671,10.923,21.555,8.193,13.277,19.802,14.405,13.860,13.276
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,38,1.160000,104.256,519.159,643.477,2173.265,642.559,1754.225,485.391,43.499,45.371,31.345,17.552,-13.734,31.619,34.621,16.662,-1.872,14.026,11.880,8.877,26.837,31.285,43.410,45.050,30.797,31.742,36.720,36.566,-1.640,14.253,11.668,6.690,6.844,14.686,21.449,16.304,15.686,14.882
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,39,1.170000,106.197,491.075,716.341,2137.424,613.924,2084.641,486.870,43.588,45.717,31.378,19.191,-10.094,31.846,33.245,19.087,-2.130,14.340,11.741,10.343,24.501,29.285,43.483,45.341,30.854,31.806,37.390,37.499,-1.859,14.487,11.677,6.093,5.984,23.513,20.384,16.875,16.060,15.124
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,40,1.180000,108.160,504.941,574.353,2078.418,685.300,2216.084,425.628,43.604,45.757,31.243,21.015,-4.214,33.157,33.157,20.736,-2.153,14.515,10.447,10.447,22.868,25.229,43.542,45.550,31.271,33.784,34.718,37.204,-2.009,14.280,9.758,8.824,6.338,24.749,19.147,16.857,15.989,15.126
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,41,1.190000,109.722,436.582,1033.923,2075.762,552.839,1465.475,343.687,43.795,45.552,30.751,21.581,-3.567,30.751,23.703,21.314,-1.756,14.801,13.044,20.092,22.481,25.148,43.609,44.894,29.974,29.956,34.809,36.186,-1.284,14.920,13.654,8.801,7.424,23.390,19.967,18.064,17.256,16.571
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,42,1.200000,111.034,393.891,977.591,2053.189,586.153,1133.085,262.810,43.800,45.049,30.206,22.144,-4.014,32.365,23.029,21.498,-1.249,14.843,11.435,20.770,22.302,26.158,43.638,44.533,30.348,32.032,33.528,36.253,-0.895,14.185,11.605,10.109,7.384,21.777,20.966,18.851,18.181,17.694
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,43,1.210000,112.268,341.670,987.098,2045.419,548.118,846.612,179.492,43.426,44.202,28.809,21.985,-4.450,32.310,20.922,21.840,-0.776,15.393,11.116,22.504,21.586,26.434,43.251,43.729,29.909,32.120,32.006,35.574,-0.478,13.821,11.131,11.245,7.678,24.789,22.466,19.805,19.075,18.598
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,44,1.220000,113.475,302.403,1045.494,2036.286,357.985,549.798,105.675,42.885,42.924,27.595,20.243,-6.946,41.495,19.296,19.554,-0.039,15.329,1.391,23.589,23.332,27.189,42.392,41.455,29.528,40.090,31.465,31.533,0.937,11.927,2.302,10.927,10.859,21.722,23.813,21.239,20.571,20.276
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,45,1.230000,114.935,274.423,1072.863,2031.563,270.759,485.085,120.734,42.868,40.603,26.155,15.489,-10.975,40.028,16.466,14.343,2.265,14.449,2.840,26.402,28.525,26.464,42.064,38.249,29.899,37.760,30.307,29.287,3.815,8.350,4.304,11.757,12.778,20.307,21.229,19.880,19.578,19.530
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,46,1.240000,116.434,266.142,1126.068,2105.158,251.868,571.599,184.909,42.689,37.155,23.961,11.750,-19.289,37.155,12.605,10.494,5.534,13.194,5.534,30.083,32.195,31.038,41.779,34.599,28.738,34.735,28.889,29.690,7.180,5.860,7.045,12.890,12.089,16.095,16.871,16.410,16.212,16.184
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,47,1.250000,117.766,262.870,1309.487,2212.860,249.481,619.097,285.042,42.655,36.638,23.112,9.528,-14.190,36.638,13.135,8.888,6.016,13.526,6.016,29.520,33.767,23.718,41.728,34.171,28.655,34.343,31.692,29.939,7.557,5.516,7.386,10.036,11.789,15.178,17.495,16.711,16.446,16.426
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,48,1.260000,119.024,256.495,1205.084,2196.099,158.885,386.224,318.765,42.672,35.101,22.580,1.972,-23.319,35.101,12.144,1.669,7.571,12.522,7.571,30.528,41.003,25.291,41.130,29.835,28.742,29.863,27.463,26.881,11.295,1.093,11.267,13.666,14.248,21.535,19.202,18.626,18.463,18.450
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,49,1.270000,119.733,248.714,1167.453,2138.269,124.542,325.774,316.030,42.636,33.617,21.250,-1.329,-27.511,33.617,9.791,-0.212,9.019,12.366,9.019,32.845,42.848,26.183,40.760,26.719,28.173,26.755,24.210,25.713,14.042,-1.454,14.005,16.550,15.047,18.896,19.186,19.026,18.962,18.949
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,50,1.280000,120.407,238.644,1151.785,2144.760,111.024,276.643,278.040,42.426,32.892,20.036,-3.895,-22.891,32.892,9.638,-2.280,9.534,12.856,9.534,32.788,44.706,18.996,40.290,25.508,27.943,25.469,23.371,23.766,14.782,-2.435,14.821,16.919,16.524,20.193,21.537,21.398,21.342,21.330
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,51,1.290000,120.972,232.984,1176.514,2197.477,131.369,290.656,202.460,42.110,32.378,18.754,0.752,-25.304,32.378,10.216,0.220,9.732,13.624,9.732,31.894,41.890,26.057,40.056,26.694,27.246,26.479,24.795,23.950,13.362,-0.552,13.577,15.261,16.106,21.184,25.190,25.133,25.080,25.066
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,52,1.300000,121.498,225.593,1184.655,2158.720,147.348,281.996,172.215,42.076,32.170,18.681,5.386,-19.094,32.170,11.357,4.621,9.906,13.489,9.906,30.719,37.455,24.480,40.084,27.890,27.834,27.386,26.114,26.608,12.194,0.056,12.698,13.970,13.476,20.491,23.959,23.820,23.737,23.720
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,53,1.310000,121.954,214.219,1199.257,2153.759,185.885,338.726,173.730,41.706,31.562,17.338,6.831,-17.370,31.562,11.111,6.185,10.144,14.224,10.144,30.595,35.521,24.201,40.079,29.653,27.312,28.756,27.856,28.165,10.427,2.341,11.323,12.223,11.914,17.104,22.603,22.487,22.397,22.379
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,54,1.320000,122.538,202.319,1190.487,2116.589,182.079,343.807,131.491,41.265,30.285,16.088,5.871,-25.264,28.803,9.346,5.328,10.979,14.197,12.462,31.919,35.937,31.135,39.553,29.317,27.177,26.252,27.069,25.445,10.236,2.140,13.301,12.484,14.109,18.401,25.272,25.168,25.088,25.070
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,55,1.330000,123.256,180.363,1219.153,2145.222,244.699,531.581,170.398,40.771,29.585,14.930,5.447,-23.513,36.540,6.423,5.263,11.186,14.655,4.231,34.349,35.509,28.959,40.065,31.539,27.263,36.201,28.336,27.763,8.525,4.276,3.864,11.729,12.301,18.741,27.850,27.531,27.370,27.342
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,56,1.340000,124.927,167.481,1302.427,2216.018,309.505,768.131,206.529,40.423,29.100,14.045,5.710,-20.833,36.666,4.256,5.352,11.323,15.055,3.756,36.166,35.071,26.543,40.539,32.362,26.644,37.362,28.911,28.122,8.177,5.719,3.177,11.628,12.417,19.939,26.063,25.761,25.577,25.550
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,57,1.350000,127.191,173.596,1357.133,2243.498,227.727,866.593,221.997,40.034,28.588,10.692,3.974,-17.058,37.012,0.240,3.970,11.445,17.896,3.022,39.794,36.063,21.032,39.226,31.481,24.800,36.593,27.731,28.376,7.745,6.681,2.633,11.495,10.850,18.498,20.375,20.184,20.078,20.063
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,58,1.360000,129.452,177.723,1752.799,2321.024,170.846,923.043,371.387,39.724,27.021,6.722,-1.914,-23.904,37.622,-4.774,-2.062,12.703,20.299,2.102,44.498,41.786,21.990,37.793,29.447,22.044,35.638,26.337,22.123,8.345,7.404,2.155,11.456,15.670,12.983,15.757,15.653,15.566,15.554
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,59,1.370000,131.711,174.756,1759.996,2092.110,74.773,235.995,882.433,38.649,25.242,2.315,1.645,-19.933,36.998,1.623,-1.879,13.407,22.927,1.650,37.026,40.528,21.578,33.422,27.476,19.279,29.193,23.086,24.270,5.946,8.197,4.229,10.336,9.152,13.512,13.687,13.664,13.613,13.608
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,60,1.380000,131.618,158.350,1604.931,2214.421,49.171,1216.885,1057.517,36.298,20.759,-6.539,-15.374,-20.706,34.194,-18.784,-16.061,15.539,27.298,2.104,55.081,52.359,5.332,28.545,25.557,12.648,23.794,17.161,22.058,2.987,12.909,4.751,11.384,6.487,8.277,13.286,26.492,26.449,26.447
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,61,1.390000,131.160,141.742,1431.392,2495.452,41.547,1463.201,352.261,33.437,14.000,-21.168,-22.745,-21.608,33.437,-20.321,-16.884,19.437,35.168,0,53.759,50.321,-1.137,23.252,21.499,0.156,22.573,17.569,19.543,1.754,21.343,0.680,5.683,3.709,10.530,27.898,-90.704,-90.728,-90.730
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,62,1.400000,129.764,134.413,1759.507,2560.234,40.891,633.298,443.165,29.450,6.055,-28.250,-18.345,-20.563,29.450,-22.181,-19.745,23.395,34.305,0,51.631,49.195,2.218,18.962,14.512,-6.335,18.890,12.429,15.004,4.450,20.847,0.072,6.532,3.957,12.936,-89.617,-213.593,-213.590,-213.590
branning_01_HHH_010,branning,01,HHH,010,branning,0.780000,1.410000,63,1.410000,128.521,369.535,1928.579,2605.167,286.404,796.751,590.555,22.827,-3.398,-24.420,-18.059,-17.700,-9.994,-19.352,-18.823,26.225,21.022,32.820,42.179,41.649,-0.360,22.112,-6.104,-23.751,-13.578,-0.977,-2.317,28.216,17.647,35.690,23.089,24.429,10.101,-213.717,-200.000,-200.000,-200.000
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,1,0.680000,73.687,204.092,1279.814,1596.355,97.347,1059.002,955.527,31.997,39.464,24.605,-6.035,-16.908,37.105,-4.467,-5.163,-7.467,14.859,-5.108,36.464,37.160,10.873,30.983,34.987,25.682,30.113,23.531,23.450,-4.005,9.305,0.869,7.451,7.533,11.597,6.086,6.062,6.055,6.055
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,2,0.690000,73.595,190.378,1343.212,1714.588,53.327,950.026,1565.334,37.156,37.389,22.068,-14.046,-18.423,37.389,-9.404,-12.308,-0.233,15.320,-0.233,46.560,49.465,4.377,35.827,30.662,24.747,26.059,19.891,21.655,5.165,5.916,9.768,15.936,14.173,10.342,6.790,6.775,6.776,6.776
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,3,0.700000,0,173.329,1263.298,2431.343,57.590,849.549,547.848,0,0,0,-18.733,-20.364,0,0,0,0,0,0,0,0,1.631,0,0,0,0,0,0,0,0,0,0,0,11.980,-26.416,-26.422,-26.421,-26.420
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,4,0.710000,0,428.499,1737.731,2851.636,171.022,557.365,539.058,0,0,0,-24.468,-20.128,0,0,0,0,0,0,0,0,-4.340,0,0,0,0,0,0,0,0,0,0,0,13.227,-185.135,-185.234,-185.234,-185.235
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,5,0.720000,0,519.137,1657.195,2348.374,515.659,582.433,801.683,0,0,0,5.567,-7.876,0,0,0,0,0,0,0,0,13.444,0,0,0,0,0,0,0,0,0,0,0,10.974,11.376,10.579,10.573,10.573
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,6,0.730000,0,415.145,1169.083,1732.961,280.237,494.929,604.962,0,0,0,-7.787,-14.151,0,0,0,0,0,0,0,0,6.364,0,0,0,0,0,0,0,0,0,0,0,13.070,1.462,0.637,0.627,0.627
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,7,0.740000,0,454.175,1097.501,1373.304,125.221,318.007,172.014,0,0,0,2.281,-13.936,0,0,0,0,0,0,0,0,16.217,0,0,0,0,0,0,0,0,0,0,0,12.411,0.443,0.452,0.435,0.435
branning_01_HLL_002,branning,01,HLL,002,branning,0.670000,1.320000,8,0.750000,79.350,472.852,1113.832,1438.611,92.498,167.033,97.994,41.112,41.844,32.130,-5.364,-17.990,41.174,33.906,29.652,-0.732,9.714,-0.062,7.205,11.460,12.626,40.826,40.659,26.484,25.190,30.206,20.604,0.167,14.174,15.636,10.620,20.222,16.734,-0.724,0.899,0.819,0.818
