Filename,var1,var2,var3,var4,Label,seg_Start,seg_End,t,t_ms,f0,F1,F2,F3,B1,B2,B3,H1u,H2u,H4u,H2Ku,H5Ku,A1u,A2u,A3u,H1H2u,H2H4u,H1A1u,H1A2u,H1A3u,H2KH5Ku,H1c,H2c,H4c,A1c,A2c,A3c,H1H2c,H2H4c,H1A1c,H1A2c,H1A3c,CPP,HNR05,HNR15,HNR25,HNR35
middleman_01_HHH_001,middleman,01,HHH,001,middleman,0.500000,1.130000,63,1.130000,0,156.096,1631.216,2600.799,195.175,452.266,403.297,0,0,0,-21.926,-22.079,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,8.352,-200.000,-200.000,-200.000,-200.000
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,1,0.510000,79.505,253.688,1979.079,2358.559,153.675,1223.693,167.277,42.606,43.453,29.618,1.416,-23.481,37.667,0.460,2.882,-0.846,13.834,4.939,42.147,39.724,24.897,41.931,40.653,27.731,32.527,29.496,13.171,1.278,12.922,9.404,12.435,28.760,8.402,11.702,11.036,11.013,11.007
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,2,0.520000,78.784,221.731,2010.182,2411.047,152.041,718.263,120.206,42.039,42.129,27.968,2.828,-24.521,36.129,2.376,4.963,-0.090,14.161,5.910,39.663,37.076,27.350,41.239,38.982,29.250,31.904,29.515,12.480,2.257,9.732,9.335,11.724,28.759,14.075,12.971,12.944,12.918,12.912
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,3,0.530000,78.118,201.683,1660.534,2407.153,109.138,938.594,109.049,41.726,42.060,27.788,3.534,-20.252,37.961,-0.768,4.068,-0.334,14.272,3.765,42.494,37.658,23.786,40.620,37.396,30.824,31.982,28.961,19.265,3.224,6.572,8.638,11.659,21.355,11.342,17.735,17.696,17.646,17.630
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,4,0.540000,77.673,209.066,1761.479,2418.716,107.087,929.310,122.884,41.359,41.818,27.666,-7.120,-27.062,39.993,-8.029,2.974,-0.459,14.152,1.367,49.388,38.385,19.942,40.318,37.318,29.625,33.591,21.561,17.158,3.001,7.693,6.728,18.758,23.160,18.951,22.281,22.219,22.134,22.114
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,5,0.550000,77.288,211.920,1854.532,2386.554,109.451,881.221,140.313,41.711,41.477,27.654,0.583,-22.157,39.210,-4.719,1.993,0.233,13.823,2.501,46.429,39.717,22.739,40.713,37.172,29.156,32.875,24.636,15.021,3.541,8.016,7.838,16.077,25.692,10.433,24.102,24.024,23.829,23.788
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,6,0.560000,77.712,192.062,1874.756,2322.126,94.121,1362.562,190.748,42.066,40.450,27.425,3.354,-26.599,40.450,-2.408,3.123,1.617,13.024,1.617,44.474,38.944,29.952,40.805,34.968,31.594,33.743,32.074,21.077,5.837,3.375,7.063,8.731,19.729,11.959,20.492,20.407,20.172,20.126
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,7,0.570000,78.217,181.297,1887.119,2404.553,111.806,758.715,108.610,41.132,41.448,27.056,8.948,-17.760,41.448,1.215,10.419,-0.315,14.392,-0.315,39.918,30.713,26.707,39.857,36.686,32.732,36.483,32.025,23.040,3.171,3.954,3.373,7.832,16.817,10.074,17.848,17.778,17.572,17.533
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,8,0.580000,78.834,199.265,1834.083,2393.152,135.968,934.775,110.152,41.766,41.749,26.581,-2.746,-21.744,38.850,-8.485,2.479,0.017,15.168,2.916,50.250,39.286,18.997,40.770,37.992,30.291,34.604,21.933,14.670,2.778,7.701,6.165,18.836,26.099,14.193,18.948,18.879,18.703,18.662
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,9,0.590000,79.442,237.545,1967.462,2368.639,162.756,847.483,107.568,40.713,42.257,28.399,-2.957,-22.573,36.501,-3.045,7.029,-1.543,13.858,4.212,43.758,33.684,19.616,40.003,39.426,28.325,32.255,24.065,13.092,0.577,11.101,7.748,15.938,26.912,10.934,19.721,19.713,19.601,19.577
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,10,0.600000,80.003,246.621,2034.944,2356.817,161.749,687.632,116.034,42.324,42.499,28.629,5.592,-22.147,36.166,7.135,7.938,-0.175,13.869,6.158,35.188,34.385,27.739,41.634,39.702,27.757,31.599,32.213,11.848,1.932,11.945,10.035,9.421,29.786,9.086,15.808,15.576,15.502,15.490
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,11,0.610000,80.386,261.540,1444.400,2327.885,180.875,722.896,613.260,42.550,42.761,27.279,9.932,-10.139,35.216,11.977,9.096,-0.212,15.482,7.334,30.572,33.454,20.071,41.943,40.323,25.340,30.905,33.487,36.667,1.620,14.983,11.038,8.456,5.276,10.232,11.531,11.044,11.023,11.013
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,12,0.620000,80.332,312.352,1451.712,2222.676,239.646,691.138,741.883,42.796,41.667,27.305,7.739,-17.310,34.957,13.539,7.739,1.129,14.362,7.838,29.257,35.057,25.049,42.398,40.085,23.723,31.253,31.352,31.978,2.313,16.362,11.145,11.046,10.421,14.361,12.356,11.667,11.540,11.503
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,13,0.630000,80.125,403.453,1626.656,2594.583,269.496,342.583,930.279,43.423,41.760,26.946,16.552,-16.389,29.651,22.990,14.353,1.663,14.814,13.772,20.433,29.070,32.941,43.153,40.667,22.769,24.778,31.598,37.916,2.487,17.898,18.375,11.555,5.237,11.886,15.605,14.053,13.372,13.282
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,14,0.640000,79.702,381.078,1603.210,2654.401,205.454,288.947,1068.636,43.298,41.847,28.887,8.871,-17.002,29.264,22.319,13.784,1.451,12.960,14.035,20.979,29.514,25.873,42.966,40.476,23.258,22.841,30.679,40.912,2.490,17.218,20.124,12.287,2.054,11.159,19.209,16.306,15.213,15.044
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,15,0.650000,79.734,347.317,1486.847,2596.472,158.787,325.430,777.352,43.945,41.920,29.457,4.381,-10.423,32.492,17.542,12.860,2.026,12.463,11.453,26.404,31.085,14.804,43.521,40.138,22.020,24.812,28.117,40.468,3.384,18.117,18.710,15.405,3.053,13.347,15.177,12.800,12.175,12.025
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,16,0.660000,80.156,259.842,1448.758,2568.942,153.152,909.091,348.251,41.910,39.726,28.943,10.578,-7.562,34.030,8.952,10.480,2.183,10.783,7.880,32.958,31.430,18.140,41.236,36.918,26.442,28.582,32.591,36.331,4.319,10.476,12.654,8.645,4.906,13.625,7.317,6.684,6.596,6.553
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,17,0.670000,82.014,212.109,1330.825,2493.781,108.066,1051.009,207.007,40.987,41.071,28.659,5.735,-9.441,40.048,0.477,5.722,-0.084,12.412,0.939,40.510,35.265,15.176,39.847,36.155,31.525,33.565,28.084,31.782,3.692,4.630,6.282,11.763,8.065,10.049,5.981,5.725,5.714,5.693
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,18,0.680000,84.604,283.523,1470.759,2504.729,366.784,567.560,191.207,41.801,40.480,29.709,3.949,-17.005,31.848,5.317,7.536,1.321,10.771,9.954,36.484,34.265,20.955,41.562,39.700,30.002,31.169,21.664,23.357,1.862,9.699,10.393,19.898,18.206,9.086,11.632,11.042,11.001,10.970
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,19,0.690000,85.155,348.790,1226.240,2540.781,314.404,597.645,279.122,43.124,40.682,31.762,6.635,-15.959,31.762,17.864,7.476,2.443,8.920,11.363,25.260,35.648,22.594,42.804,39.437,28.782,28.838,30.527,28.899,3.367,10.655,13.966,12.277,13.905,12.035,16.624,14.757,14.706,14.665
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,20,0.700000,85.157,410.173,1031.729,2706.686,224.875,430.446,193.931,43.769,40.652,32.253,1.221,-21.794,32.253,18.776,12.605,3.116,8.399,11.516,24.993,31.164,23.015,43.412,39.186,26.246,25.170,24.688,34.234,4.227,12.939,18.243,18.724,9.178,13.999,18.237,15.120,15.077,15.026
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,21,0.710000,85.496,389.570,896.835,2801.528,284.039,389.510,1133.672,44.072,40.750,32.519,0.381,-18.607,32.519,17.992,10.736,3.321,8.231,11.552,26.079,33.336,18.988,43.717,39.323,27.586,27.278,22.184,51.404,4.394,11.737,16.439,21.533,-7.687,10.130,21.108,17.650,17.620,17.471
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,22,0.720000,85.915,336.705,878.791,2944.612,192.323,208.541,1010.960,43.854,40.183,32.227,-3.366,-13.726,32.297,19.178,7.038,3.671,7.956,11.556,24.676,36.815,10.360,43.321,37.975,25.483,25.503,21.171,51.493,5.347,12.492,17.818,22.150,-8.171,11.209,19.292,16.185,16.171,16.032
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,23,0.730000,87.557,351.098,824.634,2958.336,202.105,229.402,135.591,44.012,39.722,33.454,-13.441,-18.624,33.454,19.477,6.800,4.290,6.267,10.558,24.534,37.211,5.183,43.488,37.557,26.411,26.412,20.696,34.535,5.932,11.146,17.076,22.792,8.953,12.483,15.866,12.105,12.097,12.075
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,24,0.740000,89.202,345.212,688.745,2968.307,306.926,295.003,2410.998,43.992,40.443,33.503,-9.778,-12.689,33.667,24.530,4.570,3.549,6.940,10.325,19.462,39.422,2.911,43.540,38.672,29.024,29.182,25.524,58.815,4.868,9.648,14.357,18.016,-15.275,12.661,16.580,13.448,13.442,13.408
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,25,0.750000,90.869,317.402,546.946,2863.628,592.839,379.710,858.215,43.838,40.934,33.954,-8.245,-26.682,34.090,27.887,-2.830,2.904,6.980,9.748,15.951,46.668,18.437,43.650,40.276,32.667,32.818,28.975,43.939,3.374,7.609,10.833,14.675,-0.289,17.178,16.748,15.248,15.244,15.230
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,26,0.760000,92.958,382.825,2277.906,3054.718,242.891,1029.724,2160.715,43.561,41.854,33.328,-8.525,-27.073,33.328,-7.531,-3.207,1.707,8.526,10.233,51.092,46.768,18.548,43.163,40.221,28.332,28.405,13.932,23.974,2.942,11.888,14.757,29.231,19.189,17.464,15.976,14.764,14.755,14.750
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,27,0.770000,96.095,270.497,1814.037,2747.308,140.177,1338.574,251.461,43.598,43.415,31.148,-6.449,-23.266,41.598,-5.895,0.551,0.183,12.267,1.999,49.493,43.047,16.817,42.649,39.326,31.899,35.250,22.069,19.789,3.323,7.427,7.399,20.581,22.861,16.410,12.792,12.446,12.443,12.439
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,28,0.780000,98.741,241.433,849.346,2531.891,114.690,1838.565,555.799,43.691,43.820,30.138,-5.238,-26.739,42.616,2.073,-0.318,-0.129,13.682,1.074,41.617,44.009,21.501,42.398,38.140,34.825,35.753,23.694,37.139,4.258,3.315,6.645,18.704,5.259,20.999,13.316,13.202,13.197,13.192
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,29,0.790000,100.688,240.974,1174.990,2409.429,120.325,2544.283,1153.977,43.708,43.277,28.964,0.816,-20.798,42.892,3.684,4.324,0.432,14.313,0.816,40.024,39.384,21.614,42.382,37.618,34.126,36.404,31.114,41.947,4.764,3.492,5.979,11.268,0.435,13.308,17.195,17.130,17.114,17.090
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,30,0.800000,102.482,235.593,1297.826,2535.389,120.602,1923.807,384.668,43.562,42.939,28.187,0.245,-22.155,42.939,-2.634,5.038,0.624,14.752,0.624,46.196,38.524,22.400,42.124,37.016,34.119,36.577,25.984,34.565,5.108,2.897,5.546,16.140,7.559,13.234,18.376,18.232,18.187,18.137
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,31,0.810000,104.144,231.544,1572.084,2512.732,117.602,1205.712,248.731,43.338,42.851,27.252,3.088,-23.630,42.851,-0.661,7.866,0.487,15.600,0.487,43.999,35.473,26.718,41.775,36.576,33.719,36.359,27.995,30.616,5.199,2.857,5.416,13.780,11.159,19.208,19.153,19.062,18.999,18.934
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,32,0.820000,106.044,236.441,1781.156,2500.141,126.898,805.669,183.730,43.014,42.711,26.458,2.768,-23.123,42.711,1.942,5.884,0.303,16.253,0.303,41.072,37.130,25.891,41.500,36.809,32.813,36.634,28.285,21.856,4.691,3.995,4.865,13.214,19.644,17.098,19.766,19.751,19.717,19.647
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,33,0.830000,108.064,235.008,1806.204,2415.483,129.260,916.180,235.795,42.785,42.793,27.154,3.197,-20.926,42.793,3.156,6.942,-0.008,15.639,-0.008,39.630,35.843,24.123,41.213,36.942,34.087,36.915,30.705,23.856,4.271,2.854,4.298,10.508,17.357,19.185,20.749,20.710,20.630,20.565
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,34,0.840000,110.037,239.019,1388.152,2319.184,134.553,686.825,240.463,42.875,42.944,28.084,5.892,-19.749,42.944,6.319,7.405,-0.069,14.860,-0.069,36.556,35.470,25.641,41.299,37.169,34.703,37.147,28.982,29.716,4.129,2.467,4.152,12.317,11.583,17.938,16.763,16.273,16.158,16.120
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,35,0.850000,111.995,320.826,1386.828,2145.773,317.861,659.211,575.114,43.394,42.332,26.634,11.815,-16.348,35.137,16.600,11.709,1.062,15.698,8.256,26.794,31.685,28.163,42.841,40.445,27.711,32.986,32.469,32.716,2.396,12.734,9.855,10.373,10.126,14.308,13.126,11.928,11.849,11.822
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,36,0.860000,112.524,393.411,1513.026,1896.220,334.226,1894.889,544.721,43.136,41.304,29.484,17.893,-14.040,29.484,17.809,17.883,1.833,11.820,13.653,25.327,25.253,31.933,42.702,39.633,27.596,26.606,38.261,32.341,3.069,12.037,16.096,4.441,10.361,16.383,14.944,13.154,12.986,12.930
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,37,0.870000,112.931,506.592,1889.129,2809.898,394.759,228.717,535.702,43.154,40.716,28.690,11.849,-11.262,30.875,21.994,13.259,2.438,12.026,12.279,21.160,29.895,23.111,42.844,39.477,24.764,26.944,23.920,26.041,3.367,14.713,15.900,18.924,16.803,19.214,19.776,17.394,16.589,16.282
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,38,0.880000,113.749,516.460,1898.529,2870.363,379.964,196.262,410.096,43.262,40.703,28.299,23.191,-10.404,30.797,23.033,13.259,2.560,12.403,12.465,20.229,30.003,33.595,42.944,39.425,24.037,26.451,23.433,24.092,3.520,15.388,16.493,19.511,18.852,15.974,25.527,23.151,21.695,20.888
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,39,0.890000,114.579,559.861,1908.021,2786.031,335.031,172.898,405.218,43.399,40.792,28.362,12.284,-11.506,30.603,23.125,12.204,2.607,12.430,12.796,20.274,31.195,23.790,43.083,39.501,23.247,24.647,21.284,20.620,3.582,16.254,18.437,21.799,22.464,22.176,27.672,25.111,23.284,22.219
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,40,0.900000,115.469,578.377,1908.380,2758.279,322.366,158.152,328.476,43.504,40.770,28.007,12.725,-12.817,30.151,23.825,14.648,2.734,12.763,13.354,19.679,28.856,25.542,43.192,39.488,22.717,23.599,20.684,20.378,3.704,16.771,19.593,22.508,22.814,20.144,26.330,24.451,22.805,21.986
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,41,0.910000,116.329,608.467,1898.268,2742.749,240.267,114.601,339.551,43.426,40.432,27.138,16.640,-6.106,30.640,23.188,13.739,2.994,13.294,12.786,20.239,29.687,22.746,43.104,39.094,20.954,21.257,16.515,19.089,4.010,18.140,21.848,26.589,24.015,25.516,24.937,23.796,22.678,21.980
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,42,0.920000,117.113,621.021,1882.011,2745.407,211.523,85.283,333.123,43.295,39.919,26.003,18.585,-2.944,30.800,24.083,12.032,3.375,13.916,12.494,19.212,31.263,21.529,42.970,38.569,19.585,20.141,14.446,17.237,4.401,18.984,22.829,28.524,25.733,22.082,26.816,25.397,24.071,23.343
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,43,0.930000,118.126,630.954,1875.510,2743.478,187.866,91.572,502.728,43.214,39.569,24.718,20.532,-5.295,30.776,22.287,8.035,3.644,14.851,12.437,20.926,35.178,25.827,42.887,38.206,18.101,18.955,12.977,16.632,4.681,20.105,23.931,29.910,26.254,20.018,26.106,24.526,23.105,22.619
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,44,0.940000,119.467,638.663,1837.848,2757.532,227.818,119.633,476.700,43.244,38.857,21.950,15.981,-9.820,30.896,21.763,9.556,4.387,16.907,12.347,21.481,33.688,25.801,42.924,37.526,15.703,20.499,14.277,18.235,5.397,21.823,22.425,28.647,24.689,15.458,23.361,20.979,19.620,19.235
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,45,0.950000,121.231,664.435,1819.786,2688.027,199.933,126.639,345.163,43.351,37.922,19.790,11.989,-12.432,30.627,20.773,11.308,5.430,18.132,12.725,22.578,32.043,24.421,43.035,36.607,13.503,18.688,12.966,15.949,6.428,23.104,24.348,30.069,27.087,18.278,21.876,20.068,18.500,18.135
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,46,0.960000,123.358,685.070,1774.831,2573.355,237.714,229.039,546.678,43.500,37.252,17.623,12.230,-10.200,30.744,18.331,7.394,6.248,19.628,12.756,25.169,36.106,22.430,43.194,35.985,11.726,19.838,14.737,14.573,7.209,24.259,23.356,28.457,28.621,20.986,20.084,18.434,16.991,16.689
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,47,0.970000,125.013,705.340,1720.873,2612.293,203.167,272.868,537.800,43.397,37.092,18.722,12.247,-4.011,31.973,19.234,8.691,6.305,18.371,11.424,24.163,34.706,16.258,43.088,35.812,12.652,19.333,16.287,16.797,7.277,23.160,23.755,26.802,26.292,18.751,21.055,18.294,17.379,17.132
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,48,0.980000,126.427,711.500,1678.399,2700.117,151.120,299.036,471.679,43.033,36.772,19.036,11.128,-2.119,31.961,14.430,9.571,6.261,17.736,11.072,28.602,33.462,13.248,42.712,35.436,12.530,16.634,11.869,18.322,7.276,22.905,26.078,30.843,24.390,19.416,24.038,21.645,20.618,20.422
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,49,0.990000,128.642,715.852,1609.917,2724.791,154.936,312.784,525.243,42.787,36.031,19.996,9.596,-3.068,31.192,13.516,7.936,6.756,16.035,11.595,29.271,34.851,12.665,42.454,34.645,13.230,15.850,10.728,18.910,7.809,21.415,26.604,31.726,23.544,14.800,21.235,20.004,19.262,19.071
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,50,1.000000,131.072,719.809,1565.532,2892.974,133.475,376.272,572.887,42.592,35.294,23.862,4.727,-1.671,31.339,16.817,9.138,7.298,11.432,11.252,25.775,33.453,6.398,42.244,33.843,16.666,14.573,15.161,23.245,8.401,17.178,27.672,27.084,18.999,22.620,17.995,15.000,14.860,14.714
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,51,1.010000,133.074,712.782,1460.681,2955.011,138.536,539.714,836.035,42.247,35.468,26.527,2.730,-1.487,31.866,12.518,5.748,6.779,8.941,10.381,29.730,36.499,4.217,41.879,33.927,18.809,15.396,13.194,25.359,7.951,15.119,26.483,28.684,16.519,17.886,20.301,14.815,14.714,14.585
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,52,1.020000,135.036,692.717,1540.208,2662.590,239.413,825.470,1641.812,41.701,35.258,26.153,2.740,-4.056,31.222,8.913,-5.900,6.443,9.104,10.478,32.788,47.601,6.797,41.336,33.738,18.930,20.168,14.194,15.266,7.598,14.808,21.168,27.142,26.070,18.929,21.468,17.592,17.481,17.366
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,53,1.030000,137.001,599.720,1298.365,2531.765,882.507,1131.063,1466.620,40.874,33.039,22.309,0.872,-12.593,26.732,11.634,-3.178,7.834,10.730,14.142,29.240,44.052,13.465,40.731,32.522,21.244,25.764,18.011,18.692,8.208,11.278,14.966,22.720,22.039,16.722,20.597,18.102,18.000,17.950
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,54,1.040000,139.073,220.942,1168.920,2626.561,282.076,626.021,174.095,41.362,31.885,11.562,-3.160,-9.167,34.347,11.289,2.082,9.477,20.323,7.015,30.073,39.280,6.006,40.512,32.669,22.237,33.657,30.828,27.888,7.843,10.432,6.855,9.684,12.624,13.039,18.570,16.283,16.248,16.193
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,55,1.050000,141.700,222.712,1420.933,2666.416,185.133,759.549,83.237,41.542,30.406,6.947,-4.938,-14.234,34.312,1.378,5.648,11.137,23.459,7.230,40.164,35.894,9.296,39.476,29.921,19.458,31.322,25.592,22.621,9.555,10.463,8.155,13.884,16.855,13.903,17.533,16.630,16.612,16.581
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,56,1.060000,144.755,205.242,1319.488,2103.917,183.957,1830.863,1416.386,41.434,28.028,6.205,-7.180,-20.586,34.551,-4.187,-0.566,13.406,21.823,6.883,45.621,42.000,13.406,39.330,29.789,21.371,32.165,25.916,36.834,9.541,8.418,7.165,13.414,2.496,16.143,21.135,20.814,20.774,20.709
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,57,1.070000,148.870,183.000,1356.358,2420.932,97.632,1018.154,1368.031,41.638,21.216,2.143,-12.903,-18.161,41.638,-1.522,-1.575,20.422,19.073,0,43.160,43.214,5.258,36.481,25.423,20.066,35.548,28.630,41.709,11.058,5.357,0.932,7.851,-5.228,18.892,19.907,19.800,19.754,19.650
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,58,1.080000,152.347,172.525,1587.880,2523.791,42.495,613.531,585.534,41.494,21.838,-9.520,-9.922,-18.808,41.494,-3.737,-8.339,19.656,31.358,0,45.231,49.832,8.886,31.402,28.038,10.264,29.110,25.481,26.926,3.364,17.774,2.292,5.921,4.476,11.958,14.958,14.902,14.884,14.829
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,59,1.090000,154.916,168.869,1460.384,2544.139,26.509,554.472,482.040,39.060,19.798,-20.808,-15.832,-15.986,39.060,-8.890,-14.918,19.262,40.606,0,47.950,53.978,0.154,25.710,26.889,-0.536,22.819,19.255,21.516,-1.179,27.425,2.891,6.455,4.194,11.326,15.059,15.016,15.008,15.005
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,60,1.100000,155.868,165.736,1458.757,2479.452,20.852,927.800,605.714,35.569,14.734,-26.399,-21.070,-21.307,35.569,-16.974,-18.895,20.835,41.133,0,52.544,54.465,0.237,19.970,22.495,-5.349,17.444,15.523,19.118,-2.524,27.844,2.526,4.448,0.853,10.324,29.470,29.441,29.430,29.425
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,61,1.110000,155.430,161.144,1832.675,2584.064,36.380,1137.014,617.576,30.967,8.943,-24.759,-19.501,-20.927,30.967,-23.549,-20.405,22.024,33.701,0,54.517,51.372,1.426,18.145,17.388,-2.864,17.888,12.906,13.935,0.758,20.251,0.258,5.240,4.210,12.143,-84.884,-84.905,-84.909,-84.910
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,62,1.120000,155.283,158.026,1772.182,2666.194,103.339,1158.370,558.002,25.938,1.258,-29.667,-19.407,-22.879,25.938,-24.989,-17.865,24.680,30.925,0,50.927,43.803,3.472,21.365,9.817,-8.159,21.425,10.886,16.921,11.548,17.976,-0.060,10.479,4.444,9.788,-214.183,-214.180,-214.180,-214.180
middleman_01_HHH_002,middleman,01,HHH,002,middleman,0.500000,1.130000,63,1.130000,0,153.170,1713.413,2729.996,103.827,495.136,474.159,0,0,0,-19.833,-25.320,0,0,0,0,0,0,0,0,5.487,0,0,0,0,0,0,0,0,0,0,0,13.704,-200.000,-200.000,-200.000,-200.000
middleman_01_HLL_001,middleman,01,HLL,001,middleman,0.450000,1.110000,1,0.460000,82.963,271.247,2318.704,2876.643,151.751,542.569,1109.162,43.350,44.988,31.228,8.431,-23.604,42.378,8.009,-6.459,-1.638,13.760,0.972,35.341,49.809,32.035,42.678,42.158,28.463,36.632,30.565,17.825,0.520,13.695,6.047,12.113,24.853,13.454,11.433,10.853,10.839,10.834
middleman_01_HLL_001,middleman,01,HLL,001,middleman,0.450000,1.110000,2,0.470000,83.049,287.928,2307.418,2337.482,159.488,1022.407,114.847,43.661,45.085,32.550,7.985,-23.610,40.387,12.416,12.416,-1.424,12.535,3.274,31.245,31.245,31.595,43.062,42.564,28.476,34.560,39.147,12.595,0.498,14.088,8.502,3.915,30.468,14.135,13.998,13.706,13.642,13.633
middleman_01_HLL_001,middleman,01,HLL,001,middleman,0.450000,1.110000,3,0.480000,82.320,278.542,2256.483,2350.201,174.942,946.689,133.135,43.934,45.476,31.282,12.588,-22.060,40.870,12.248,12.248,-1.543,14.194,3.064,31.685,31.685,34.648,43.346,43.059,28.343,35.984,38.615,13.984,0.288,14.716,7.362,4.731,29.362,10.656,20.465,20.437,20.292,20.276
middleman_01_HLL_001,middleman,01,HLL,001,middleman,0.450000,1.110000,4,0.490000,81.617,250.240,1145.469,2408.007,132.664,2569.364,476.044,43.104,45.334,27.543,10.889,-23.298,42.112,8.336,14.482,-2.230,17.790,0.992,34.768,28.622,34.187,42.333,42.033,26.403,36.094,34.618,44.222,0.300,15.630,6.239,7.715,-1.889,12.473,17.941,17.858,17.609,17.580
middleman_01_HLL_001,middleman,01,HLL,001,middleman,0.450000,1.110000,5,0.500000,81.150,259.016,2314.682,2900.819,140.377,105.153,1560.625,42.746,44.942,26.392,0.557,-21.323,42.663,8.952,-3.373,-2.196,18.550,0.083,33.794,46.119,21.880,42.031,41.903,24.083,36.681,18.194,24.206,0.128,17.820,5.350,23.837,17.825,14.890,20.282,20.188,20.013,19.982
middleman_01_HLL_001,middleman,01,HLL,001,middleman,0.450000,1.110000,6,0.510000,80.860,263.243,2340.535,2630.583,130.901,135.216,1198.048,42.278,44.905,28.947,5.927,-25.421,42.485,12.170,11.810,-2.627,15.958,-0.207,30.108,30.468,31.348,41.565,41.832,25.823,35.836,23.472,30.194,-0.267,16.009,5.729,18.093,11.371,16.184,25.841,25.699,25.246,25.159
